Plate_well,exp,fcs.name,SingleCells.count,NonEry.count,CD56neg.count,CD14neg.count,IntermediateNeut.count,IntermediateNeut.freq.of.CD14neg,MatureNeut.count,MatureNeut.freq.of.CD14neg,MatureNeut.FSC.A,MatureNeut.SSC.A,EarlyNeut.count,EarlyNeut.freq.of.CD14neg,Mono.count,Mono.freq.of.NonEry,Mono.freq.of.CD56neg,Mono.CD11b.Median,Mono.CD14.Median,Mono.FSC.A,Mono.SSC.A,Mono2.count,Mono2.freq.of.NonEry,Mono2.freq.of.CD56neg,Mono2.CD11b.Median,Mono2.CD14.Median,Mono2.FSC.A,Mono2.SSC.A,Ery.count,IntermediateNeut.FSC.A,IntermediateNeut.SSC.A,EarlyNeut.FSC.A,EarlyNeut.SSC.A,CD66bNeut.CD11b.Median,CD66bNeut.CD66b.Median,CD66bNeut.FSC.A,CD66bNeut.SSC.A,TrueFalse,Sort_id,FSC-A,FSC-W,SSC-A,CD33,CD45RA,CD34,CD90,CD49f,CD38,CD19,Live/Dead,CD7/10,CD45,Time,Cell_seeded
1_H1,AML3,AML_151044_Plate1_H1_H01_069.fcs,647,641,595,122,3,2.46,1,0.82,209728,50048,63,51.6,409,63.8,68.7,4662,10699,246528,114176,409,63.8,68.7,4662,10699,246528,114176,0,181760,54336,185792,56128,1649,2873,216128,66944,TRUE,1_H1,62761,83523,11000,-51,8,1210,249,1476,-69,16,-99,226,1397,22158,HSC
1_H2,AML3,AML_151044_Plate1_H2_H02_070.fcs,18296,18260,18255,7821,3692,47.2,856,10.9,206208,54720,2877,36.8,8207,44.9,45,4801,3497,211776,94848,8181,44.8,44.8,4811,3497,211840,94912,0,187264,44928,183872,48192,821,10638,189952,46656,TRUE,1_H2,80681,89337,22409,110,31,1074,25,888,-18,2,-37,342,2824,21950,HSC
1_H3,AML3,AML_151044_Plate1_H3_H03_071.fcs,5296,5272,4951,1378,258,18.7,153,11.1,215040,54720,666,48.3,3026,57.4,61.1,4872,4623,240256,112192,3020,57.3,61,4872,4633,240192,112192,0,182784,39360,175872,48256,1074,8251,194368,45824,TRUE,1_H3,75942,87562,19105,118,22,1737,-32,1331,-26,41,-3,386,3668,21751,HSC
1_H4,AML3,AML_151044_Plate1_H4_H04_072.fcs,2055,2031,1975,1114,21,1.89,1,0.09,212160,52736,935,83.9,25,1.23,1.27,1448,5093,252416,76992,25,1.23,1.27,1448,5093,252416,76992,0,177344,42816,190272,48320,1150,2811,206016,56000,TRUE,1_H4,76102,87109,14461,191,26,725,165,1220,-15,22,35,332,1502,21511,HSC
1_H5,AML3,AML_151044_Plate1_H5_H05_073.fcs,16218,16106,15774,8803,33,0.37,2,0.023,216000,68352,6550,74.4,3599,22.3,22.8,1953,4211,184000,69760,3596,22.3,22.8,1953,4211,184000,69696,0,179008,41024,181568,47104,1159,2950,197952,56832,TRUE,1_H5,73831,89826,13793,26,24,1000,47,1564,-78,25,-48,408,1843,21256,HSC
1_H6,AML3,AML_151044_Plate1_H6_H06_074.fcs,6902,6860,6730,5157,2920,56.6,1159,22.5,201856,53760,277,5.37,502,7.32,7.46,2519,6851,192256,72448,483,7.04,7.18,2524,7095,192256,72448,0,174464,38464,168256,38912,935,9519,180480,42624,TRUE,1_H6,65356,81086,13150,71,14,871,-3,341,-45,5,19,291,2279,21046,HSC
1_H9,AML3,AML_151044_Plate1_H9_H09_075.fcs,2091,1643,1504,1491,7,0.47,2,0.13,177600,47488,4,0.27,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,20,185280,45056,182912,56448,1754,5363,207744,91584,TRUE,1_H9,65433,82228,12443,182,24,1206,-93,2686,-88,6,-47,310,1401,20375,HSC
1_H10,AML3,AML_151044_Plate1_H10_H10_076.fcs,33986,33443,32747,27249,18292,67.1,5588,20.5,174848,50368,828,3.04,3928,11.7,12,4791,2480,242304,129728,3844,11.5,11.7,4811,2514,242304,129728,1,170688,38464,160512,45376,810,23339,171712,41088,TRUE,1_H10,79141,89031,17093,5,13,1393,170,938,-100,25,-6,357,1751,20128,HSC
1_H11,AML3,AML_151044_Plate1_H11_H11_077.fcs,59049,55710,54903,32212,56,0.17,5,0.016,186752,49472,9253,28.7,12459,22.4,22.7,2173,2871,184640,81216,12455,22.4,22.7,2173,2871,184640,81216,18,175296,39872,177344,45888,1573,4187,185408,55232,TRUE,1_H11,67478,82888,12646,277,27,1552,45,1927,-26,3,-58,448,2247,19899,HSC
1_H12,AML3,AML_151044_Plate1_H12_H12_078.fcs,12854,8515,8177,3894,1,0.026,2,0.051,127040,39936,66,1.69,22,0.26,0.27,2899,2270,217856,110464,22,0.26,0.27,2899,2270,217856,110464,100,141440,97280,150720,38912,2033,4463,208768,138240,TRUE,1_H12,73165,85774,13970,45,4,877,128,1149,18,33,68,277,1307,19694,HSC
2_A1,AML3,AML_151044_Plate2_A1_A01_001.fcs,1913,1837,1792,326,20,6.13,10,3.07,153408,45696,148,45.4,1356,73.8,75.7,6645,3808,252672,106624,1327,72.2,74.1,6588,3855,251712,105856,0,159296,32896,142144,39104,2099,4960,171008,52416,TRUE,2_A1,74156,87971,15720,238,23,1141,722,724,132,40,-69,346,1691,567,HSC
2_A2,AML3,AML_151044_Plate2_A2_A02_002.fcs,30635,30036,28201,18228,2984,16.4,86,0.47,223872,58944,13348,73.2,6974,23.2,24.7,4150,2529,201280,77952,6884,22.9,24.4,4125,2539,200832,77568,0,188608,42048,176832,39872,796,4124,190784,43712,TRUE,2_A2,74494,86793,11313,107,11,1094,95,697,-72,3,67,230,1518,813,HSC
2_A3,AML3,AML_151044_Plate2_A3_A03_003.fcs,12393,12264,12074,6179,615,9.95,153,2.48,225408,56960,2766,44.8,4413,36,36.5,6093,2639,241664,116288,4209,34.3,34.9,5900,2655,238208,111296,0,187200,38400,174848,43136,1055,5578,199296,45056,TRUE,2_A3,69104,87131,12286,79,15,1199,33,424,-119,27,-36,290,1747,1035,HSC
2_A4,AML3,AML_151044_Plate2_A4_A04_004.fcs,17455,17386,17320,10342,2076,20.1,141,1.36,242688,85056,7133,69,5508,31.7,31.8,4771,3386,212544,93312,5456,31.4,31.5,4761,3393,211904,92928,1,196544,43584,181888,39936,803,4747,205440,48256,TRUE,2_A4,78241,86393,13982,126,20,1112,-35,1214,41,1,-61,299,1605,1240,HSC
2_A5,AML3,AML_151044_Plate2_A5_A05_005.fcs,66392,65436,64948,43173,51,0.12,1,0.00232,192192,78848,25147,58.2,12288,18.8,18.9,2064,3163,179840,65152,12281,18.8,18.9,2064,3163,179840,65152,5,177024,44224,172288,40064,1168,3843,188544,58240,TRUE,2_A5,65775,82592,12737,109,12,1935,248,1650,-82,19,18,404,2584,1433,HSC
2_A6,AML3,AML_151044_Plate2_A6_A06_006.fcs,8487,8220,7864,3275,91,2.78,5,0.15,163264,76800,1542,47.1,3592,43.7,45.7,4380,4528,236800,132736,3466,42.2,44.1,4281,4604,235072,130688,4,148032,51456,152768,56064,1263,3504,158400,58432,TRUE,2_A6,74405,90022,21653,207,19,1169,199,1157,-59,19,-44,311,1142,1651,HSC
2_A7,AML3,AML_151044_Plate2_A7_A07_007.fcs,337,329,264,214,0,0,12,5.61,85696,59776,1,0.47,37,11.2,14,12934,20715,262080,189696,31,9.42,11.7,12381,22878,262080,188416,0,NA,NA,225152,69504,2734,10697,85696,58496,TRUE,2_A7,71616,85424,14909,101,18,1617,18,308,14,31,-64,324,1938,1851,HSC
2_A8,AML3,AML_151044_Plate2_A8_A08_008.fcs,85410,81513,80111,48840,90,0.18,3,0.00614,169600,51392,18856,38.6,14645,18,18.3,1853,2981,166720,59648,14620,17.9,18.2,1849,2981,166720,59648,55,162112,39680,166720,42432,1353,3368,168384,55680,TRUE,2_A8,68389,83121,12751,104,7,868,20,600,-26,10,28,329,1429,2039,HSC
2_A9,AML3,AML_151044_Plate2_A9_A09_009.fcs,18776,18708,18302,14702,11503,78.2,1174,7.99,202368,54592,1119,7.61,2009,10.7,11,5213,2181,244928,117824,1794,9.59,9.8,5103,2144,240704,115200,0,186624,43712,160128,47168,748,18507,187776,44736,TRUE,2_A9,79751,88585,12408,6,11,1891,60,840,-135,15,-73,387,1596,2242,HSC
2_A10,AML3,AML_151044_Plate2_A10_A10_010.fcs,65341,63831,62705,44158,234,0.53,12,0.027,208576,62848,21603,48.9,8771,13.7,14,2083,2275,185984,73792,8735,13.7,13.9,2080,2279,185856,73728,5,190272,46336,173376,46016,1197,3368,197888,56128,TRUE,2_A10,69423,85921,13839,40,51,941,-32,2123,-28,36,-15,346,1550,2489,HSC
2_A11,AML3,AML_151044_Plate2_A11_A11_011.fcs,735,723,696,589,3,0.51,0,0,NA,NA,320,54.3,14,1.94,2.01,2529,2514,209472,93120,12,1.66,1.72,2485,2400,196160,91712,0,216128,40576,192128,43520,1235,2771,220096,54912,TRUE,2_A11,78890,88367,16243,80,38,1045,54,1322,-108,6,-39,339,1341,2694,HSC
2_A12,AML3,AML_151044_Plate2_A12_A12_012.fcs,16671,12943,11496,7953,355,4.46,375,4.72,159872,67200,267,3.36,171,1.32,1.49,3568,2940,214208,135104,120,0.93,1.04,3483,3568,206208,122496,85,147136,51520,117376,35008,1429,9285,157632,63104,TRUE,2_A12,57520,82343,16075,101,24,1818,133,1348,30,46,-62,417,2207,2938,HSC
2_B1,AML3,AML_151044_Plate2_B1_B01_013.fcs,22348,22250,22219,8658,314,3.63,14,0.16,234432,73216,7126,82.3,9873,44.4,44.4,2946,2614,195328,80000,9818,44.1,44.2,2934,2619,195072,79872,1,202368,50688,177216,44928,848,3628,205248,53632,TRUE,2_B1,73208,87373,22242,110,50,1091,98,807,-3,65,42,414,2905,5479,HSC
2_B2,AML3,AML_151044_Plate2_B2_B02_014.fcs,30539,30085,30035,15147,530,3.5,7,0.046,250176,75264,12941,85.4,11749,39.1,39.1,3934,2534,194304,79808,11685,38.8,38.9,3918,2534,193984,79616,2,201216,51008,182016,43520,803,3710,204800,53760,TRUE,2_B2,53991,81928,16450,83,22,1713,-37,1043,-176,42,-43,355,2197,5270,HSC
2_B3,AML3,AML_151044_Plate2_B3_B03_015.fcs,8253,8239,8190,6587,6,0.091,0,0,NA,NA,1228,18.6,905,11,11.1,2052,4219,174336,56896,890,10.8,10.9,2044,4263,174144,56704,0,181248,60416,171968,41600,2364,4821,86144,52864,TRUE,2_B3,76629,87133,14672,71,-8,1107,46,896,-15,42,-48,480,3127,5028,HSC
2_B4,AML3,AML_151044_Plate2_B4_B04_016.fcs,15928,15310,15205,8213,238,2.9,18,0.22,222784,80384,5843,71.1,4920,32.1,32.4,4801,5136,240832,121472,4848,31.7,31.9,4741,5158,240192,120512,5,181184,48448,159680,53952,1055,4317,185856,57856,TRUE,2_B4,72354,84866,16275,150,49,1670,-30,1915,-88,11,-123,436,3043,4844,HSC
2_B6,AML3,AML_151044_Plate2_B6_B06_017.fcs,18345,18190,18122,9416,655,6.96,20,0.21,249664,74624,7780,82.6,6632,36.5,36.6,3253,3034,195904,86144,6608,36.3,36.5,3253,3034,195776,86016,1,203200,51648,179840,45568,814,4011,204928,53632,TRUE,2_B6,59420,85107,17305,-34,19,1174,78,1431,-105,34,-54,373,1169,4401,HSC
2_B7,AML3,AML_151044_Plate2_B7_B07_018.fcs,8509,8422,8255,5015,106,2.11,10,0.2,231552,74304,4707,93.9,1867,22.2,22.6,2442,3176,172032,61952,1863,22.1,22.6,2442,3176,172160,61952,1,191808,48448,178368,44352,1059,3334,195904,52800,TRUE,2_B7,79752,90183,12704,46,7,1779,16,1099,-90,25,-72,459,2340,4201,HSC
2_B8,AML3,AML_151044_Plate2_B8_B08_019.fcs,4558,780,729,720,1,0.14,0,0,NA,NA,4,0.56,2,0.26,0.27,1877,1405,146176,63168,2,0.26,0.27,1877,1405,146176,63168,166,107968,68032,150272,37760,1036,3136,107968,68032,TRUE,2_B8,92962,94683,25304,89,0,1578,52,816,48,12,6,545,1922,4003,HSC
2_B9,AML3,AML_151044_Plate2_B9_B09_020.fcs,13834,13761,13560,8113,8,0.099,1,0.012,197696,57088,1101,13.6,3487,25.3,25.7,2025,3462,187392,67456,3475,25.3,25.6,2025,3469,187392,67392,0,177344,35520,169856,41472,2452,5307,99648,54592,TRUE,2_B9,67751,84137,12349,139,20,945,83,664,-121,41,-16,284,1792,3791,HSC
2_B10,AML3,AML_151044_Plate2_B10_B10_021.fcs,5375,5290,5124,4528,6,0.13,1,0.022,90496,56128,133,2.94,286,5.41,5.58,2490,4751,192960,74176,280,5.29,5.46,2461,4831,192000,73920,0,87936,50944,165312,42560,2629,6006,95040,62656,TRUE,2_B10,78729,88037,17341,71,4,1016,73,1053,-12,19,-51,208,1476,3591,HSC
2_C1,AML3,AML_151044_Plate2_C1_C01_022.fcs,83,28,24,23,0,0,0,0,NA,NA,1,4.35,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,5,NA,NA,213952,50880,5787,17123,262080,262080,TRUE,2_C1,83383,88705,16166,-15,-8,1907,332,349,-284,20,-89,412,2114,5695,HSC
2_C2,AML3,AML_151044_Plate2_C2_C02_023.fcs,43507,42463,42415,24986,24,0.096,0,0,NA,NA,10941,43.8,10101,23.8,23.8,2068,4263,166720,56000,10096,23.8,23.8,2068,4263,166720,56000,3,174400,45760,173504,41536,1509,3359,170048,51328,TRUE,2_C2,65628,83559,13242,192,24,1114,-17,619,-46,7,-22,310,1704,5895,HSC
2_C3,AML3,AML_151044_Plate2_C3_C03_024.fcs,37752,36373,36309,21331,512,2.4,32,0.15,219328,69184,11587,54.3,11974,32.9,33,2951,4219,168448,67136,11956,32.9,32.9,2951,4219,168384,67072,18,187136,46848,174720,42752,860,4602,191744,50752,TRUE,2_C3,73785,84830,15554,78,-8,1568,24,1395,-115,43,-3,367,2311,6117,HSC
2_C4,AML3,AML_151044_Plate2_C4_C04_025.fcs,1517,1501,1483,60,2,3.33,0,0,NA,NA,26,43.3,1403,93.5,94.6,7714,6281,262080,133120,1308,87.1,88.2,7414,6545,262080,129536,0,134144,41280,166272,47936,2080,4262,134144,58816,TRUE,2_C4,69887,87139,14566,85,49,1280,66,776,0,26,-38,254,1211,6326,HSC
2_C5,AML3,AML_151044_Plate2_C5_C05_026.fcs,12762,5958,5816,5772,2,0.035,0,0,NA,NA,2,0.035,4,0.067,0.069,9343,4604,262080,139968,4,0.067,0.069,9343,4604,262080,139968,702,262080,149568,94912,21184,988,3601,262080,149568,TRUE,2_C5,68764,83758,14130,63,13,1044,-7,437,-42,24,-26,329,1192,6540,HSC
2_C6,AML3,AML_151044_Plate2_C6_C06_027.fcs,9362,9233,9044,5544,1754,31.6,75,1.35,234560,71744,3357,60.6,2194,23.8,24.3,3182,2578,181312,80256,2175,23.6,24,3182,2583,181312,80064,1,187904,46400,173824,44352,753,5818,189952,47616,TRUE,2_C6,70581,86426,15180,125,28,1048,51,1956,-30,27,-17,323,1374,6759,HSC
2_C7,AML3,AML_151044_Plate2_C7_C07_028.fcs,11889,11739,11526,7257,2083,28.7,55,0.76,253952,71680,3927,54.1,2955,25.2,25.6,5071,2257,238976,115392,2883,24.6,25,5018,2275,237440,114048,0,197440,46208,180160,42944,722,5211,199744,47936,TRUE,2_C7,80042,87468,16579,70,7,1818,33,729,-112,9,25,321,1940,6955,HSC
2_C8,AML3,AML_151044_Plate2_C8_C08_029.fcs,27557,25638,24914,14796,1290,8.72,102,0.69,239872,76864,6954,47,5451,21.3,21.9,3490,4509,203328,95936,5404,21.1,21.7,3476,4518,202688,95552,14,195520,50112,140992,46144,840,7088,197760,52736,TRUE,2_C8,62103,84641,10355,174,6,1050,367,564,-18,34,-78,276,1999,7149,HSC
2_C10,AML3,AML_151044_Plate2_C10_C10_030.fcs,16496,16200,15984,5899,681,11.5,42,0.71,245120,71616,4056,68.8,8049,49.7,50.4,4721,2782,233280,104256,7947,49.1,49.7,4682,2793,232320,103360,1,202048,47616,179072,43904,835,4674,206208,49344,TRUE,2_C10,74804,86902,15607,107,19,1430,-7,1097,-18,25,-88,375,2709,7568,HSC
2_C11,AML3,AML_151044_Plate2_C11_C11_031.fcs,3243,3221,2973,648,4,0.62,3,0.46,56064,42304,28,4.32,2187,67.9,73.6,4791,4228,256000,125056,2155,66.9,72.5,4741,4281,255424,124224,1,179584,47360,167232,48128,2619,6610,88832,54720,TRUE,2_C11,78693,92982,13384,96,32,994,35,22,13,13,1,315,1642,7797,HSC
2_C12,AML3,AML_151044_Plate2_C12_C12_032.fcs,32452,31356,30849,19326,3156,16.3,291,1.51,230912,70272,9624,49.8,8856,28.2,28.7,4032,5556,192256,87872,8816,28.1,28.6,4024,5580,192128,87680,93,190656,48384,189760,50432,884,4759,196096,52096,TRUE,2_C12,73537,87833,14286,78,46,1323,128,632,-23,49,-60,403,2089,7993,HSC
2_D1,AML3,AML_151044_Plate2_D1_D01_033.fcs,25360,24848,24632,13490,180,1.33,24,0.18,229632,58944,5259,39,7539,30.3,30.6,4041,3201,212416,92992,7439,29.9,30.2,3975,3208,211264,92032,2,189504,42624,178560,44608,1101,5534,190784,50560,TRUE,2_D1,58001,81827,12752,60,15,1755,7,585,-112,29,-34,375,2437,10649,HSC
2_D2,AML3,AML_151044_Plate2_D2_D02_034.fcs,30761,29490,29365,17701,1713,9.68,104,0.59,227648,88320,10360,58.5,5148,17.5,17.5,2202,3663,155712,63360,5125,17.4,17.5,2198,3663,155456,63168,1,185280,60544,157248,54528,816,5534,187904,63552,TRUE,2_D2,63653,84567,13249,359,57,2244,-52,1945,-112,11,-88,488,2632,10455,HSC
2_D3,AML3,AML_151044_Plate2_D3_D03_035.fcs,18569,18287,18167,14115,52,0.37,0,0,NA,NA,4603,32.6,2477,13.5,13.6,2476,4425,180352,65152,2449,13.4,13.5,2452,4444,180032,64704,1,186432,43584,180160,41280,1725,4252,155840,54400,TRUE,2_D3,62522,83888,11274,82,18,1029,0,1156,32,20,-28,281,1265,10233,HSC
2_D4,AML3,AML_151044_Plate2_D4_D04_036.fcs,13170,12408,12346,9934,3229,32.5,183,1.84,226688,65856,1520,15.3,1465,11.8,11.9,3208,4575,163712,72576,1432,11.5,11.6,3176,4633,162816,71744,38,183680,44736,171456,42688,851,6735,190528,48832,TRUE,2_D4,56498,82161,15980,81,11,1569,-16,794,-68,11,-99,284,1511,9996,HSC
2_D5,AML3,AML_151044_Plate2_D5_D05_037.fcs,12589,5531,5351,4963,903,18.2,200,4.03,164352,54144,224,4.51,98,1.77,1.83,2619,3975,167040,72768,85,1.54,1.59,2614,4099,165184,72128,606,160192,41408,156096,44800,941,10317,163968,46720,TRUE,2_D5,83973,91089,18993,78,34,2584,174,1481,-74,18,-161,415,2357,9771,HSC
2_D6,AML3,AML_151044_Plate2_D6_D06_038.fcs,11601,11468,11165,10204,22,0.22,0,0,NA,NA,2399,23.5,374,3.26,3.35,1899,2922,176512,58880,373,3.25,3.34,1899,2934,176512,58880,0,175616,38976,175424,39872,1246,3023,179328,49536,TRUE,2_D6,68453,83941,16122,355,46,1711,983,1974,-53,41,-138,445,2950,9570,HSC
2_D7,AML3,AML_151044_Plate2_D7_D07_039.fcs,14219,13954,13668,5957,1607,27,201,3.37,228032,60608,2164,36.3,6571,47.1,48.1,7095,4091,240448,129472,6382,45.7,46.7,7049,4211,240192,128064,1,184064,40512,178176,42176,908,6266,189504,43968,TRUE,2_D7,67806,85127,13354,50,3,843,-26,398,-64,33,77,237,1711,9350,HSC
2_D8,AML3,AML_151044_Plate2_D8_D08_040.fcs,11260,10938,10740,5149,1530,29.7,306,5.94,237952,69056,1609,31.2,4237,38.7,39.5,6080,2519,253696,129792,3908,35.7,36.4,5774,2639,250944,124928,1,191872,45184,177664,46400,933,7687,202752,51840,TRUE,2_D8,75788,87566,18511,154,15,1529,17,1302,-96,3,-10,406,1890,9150,HSC
2_D9,AML3,AML_151044_Plate2_D9_D09_041.fcs,10784,10092,9797,5598,99,1.77,21,0.38,229248,65088,3540,63.2,2364,23.4,24.1,3991,3918,234112,114944,2332,23.1,23.8,3942,3942,233216,113728,8,180672,42944,170432,49856,1312,3610,198976,57536,TRUE,2_D9,59246,82584,13987,215,30,1904,49,1594,-60,21,-85,470,2207,8901,HSC
2_D10,AML3,AML_151044_Plate2_D10_D10_042.fcs,6954,6878,6708,4626,1598,34.5,69,1.49,234880,68544,2386,51.6,1546,22.5,23,4701,2400,234624,108736,1473,21.4,22,4556,2391,232640,106496,0,192768,45248,180736,41664,800,5834,195392,46976,TRUE,2_D10,85320,90570,17508,125,58,1684,-28,993,87,37,392,293,2189,8680,HSC
2_D11,AML3,AML_151044_Plate2_D11_D11_043.fcs,10996,7762,7378,6250,68,1.09,2,0.032,213120,62400,1319,21.1,835,10.8,11.3,2387,4254,177152,76992,833,10.7,11.3,2391,4254,177216,77056,198,190336,47360,181632,47104,880,3302,194752,49856,TRUE,2_D11,84061,92313,17477,120,-10,1381,6,1149,-50,45,-49,386,2037,8443,HSC
2_D12,AML3,AML_151044_Plate2_D12_D12_044.fcs,4227,4188,4078,1588,1056,66.5,310,19.5,161728,54528,44,2.77,2266,54.1,55.6,8834,6926,262080,195392,2128,50.8,52.2,8755,7095,262080,193344,1,160320,41856,164160,59584,927,30020,161216,44736,TRUE,2_D12,83339,89115,17358,139,-10,1065,335,2347,47,49,-45,586,1742,8198,HSC
2_E1,AML3,AML_151044_Plate2_E1_E01_045.fcs,9673,9636,9531,8310,97,1.17,1,0.012,236864,71552,4348,52.3,185,1.92,1.94,1804,4091,175872,61696,184,1.91,1.93,1794,3983,175808,61568,0,178816,42752,183104,43136,1106,3136,190528,49216,TRUE,2_E1,62587,83207,14641,36,20,1534,-52,644,-89,28,-23,381,2407,10845,HSC
2_E2,AML3,AML_151044_Plate2_E2_E02_046.fcs,182,181,177,169,1,0.59,0,0,NA,NA,44,26,2,1.1,1.13,10554,6226,247232,262080,0,0,0,NA,NA,NA,NA,0,194688,47744,182080,39680,1106,2804,194688,47744,TRUE,2_E2,64365,84777,12372,308,35,1674,-29,1582,-93,39,-40,399,2397,11048,HSC
2_E3,AML3,AML_151044_Plate2_E3_E03_047.fcs,43043,41623,41463,34875,7,0.02,0,0,NA,NA,2361,6.77,3126,7.51,7.54,2013,3641,187584,77952,3072,7.38,7.41,1998,3671,187008,77376,12,154240,41600,172224,40000,2558,6436,113216,63936,TRUE,2_E3,76476,88374,15422,64,15,1611,1488,1174,-112,39,-35,449,2422,11246,HSC
2_E4,AML3,AML_151044_Plate2_E4_E04_048.fcs,27042,26163,26049,15772,8,0.051,0,0,NA,NA,3514,22.3,7198,27.5,27.6,2702,3754,188032,76160,7147,27.3,27.4,2686,3761,187712,75904,5,174720,49856,169984,40448,2396,5880,159424,65344,TRUE,2_E4,64365,83015,10896,160,25,1078,67,1170,-40,40,-52,289,1330,11467,HSC
2_E6,AML3,AML_151044_Plate2_E6_E06_049.fcs,25023,24873,24567,15261,4986,32.7,256,1.68,215744,59584,8430,55.2,6455,26,26.3,5213,2341,202112,90816,6331,25.5,25.8,5158,2350,200768,89984,0,188224,43520,177792,40832,748,5607,190272,44736,TRUE,2_E6,81319,88198,13608,55,26,1367,64,850,-49,11,-21,369,2727,11871,HSC
2_E7,AML3,AML_151044_Plate2_E7_E07_050.fcs,11700,11631,11347,5171,265,5.12,30,0.58,169088,54272,3135,60.6,5164,44.4,45.5,7349,4435,228672,113600,4980,42.8,43.9,7237,4575,226432,111616,1,163776,39552,157696,41600,1002,4209,168448,44608,TRUE,2_E7,79392,90959,13640,141,23,1124,322,255,-40,24,-26,350,2089,12069,HSC
2_E8,AML3,AML_151044_Plate2_E8_E08_051.fcs,7818,7662,7527,6888,1377,20,242,3.51,222784,61184,1052,15.3,137,1.79,1.82,2686,3693,224768,85312,109,1.42,1.45,2262,5060,198656,78336,3,186368,43712,184000,40960,1183,4871,205824,54848,TRUE,2_E8,63235,82830,14224,66,14,936,241,491,-42,16,-32,293,1627,12288,HSC
2_E9,AML3,AML_151044_Plate2_E9_E09_052.fcs,37757,36652,36082,25615,6038,23.6,270,1.05,238464,65792,15234,59.5,7023,19.2,19.5,4074,2202,204800,93120,6843,18.7,19,3983,2214,202688,91648,3,193664,43264,183232,42880,775,5293,196672,44992,TRUE,2_E9,74364,90468,12608,232,12,1273,59,1041,-97,32,31,290,1490,12502,HSC
2_E10,AML3,AML_151044_Plate2_E10_E10_053.fcs,15776,15686,15325,10364,3708,35.8,142,1.37,230016,70784,5361,51.7,3489,22.2,22.8,4841,2341,205760,93440,3436,21.9,22.4,4821,2346,204928,93120,0,191616,45888,178048,43136,753,6333,193664,47104,TRUE,2_E10,71297,86637,14672,-67,31,982,353,449,125,0,-15,277,1842,12693,HSC
2_E11,AML3,AML_151044_Plate2_E11_E11_054.fcs,30037,29425,28840,15848,601,3.79,47,0.3,237440,64576,6534,41.2,8385,28.5,29.1,4024,2052,235648,111232,7988,27.1,27.7,3855,2056,232384,108032,5,195008,42432,171008,44736,992,4451,203072,48896,TRUE,2_E11,70679,86137,15866,86,8,1256,694,1036,-116,62,33,350,2665,12887,HSC
2_E12,AML3,AML_151044_Plate2_E12_E12_055.fcs,26791,26573,26041,14753,119,0.81,0,0,NA,NA,7082,48,7336,27.6,28.2,2270,3678,196160,80832,7310,27.5,28.1,2266,3686,196032,80704,0,188736,50688,178048,51712,1285,3302,199232,62912,TRUE,2_E12,66905,85021,13247,138,-7,1025,8,1913,22,13,4,331,1786,13116,HSC
2_F1,AML3,AML_151044_Plate2_F1_F01_056.fcs,16530,16187,15958,7816,520,6.65,141,1.8,229120,60096,3586,45.9,6109,37.7,38.3,5235,4537,240256,110848,5998,37.1,37.6,5093,4575,238336,109632,0,196672,43712,191232,47360,1119,5171,206912,49920,TRUE,2_F1,73071,90061,21763,137,25,1448,511,726,-20,54,-51,338,2118,15692,HSC
2_F2,AML3,AML_151044_Plate2_F2_F02_057.fcs,26594,25992,25838,15143,3486,23,1459,9.63,232704,68480,1135,7.5,6206,23.9,24,5359,4481,210944,119040,5854,22.5,22.7,5169,4604,208192,115392,10,197888,49024,195328,48704,1082,8620,208640,55872,TRUE,2_F2,77403,88658,14593,241,-4,1646,34,1252,-239,31,-39,244,2612,15493,HSC
2_F4,AML3,AML_151044_Plate2_F4_F04_058.fcs,29040,28723,28440,11188,204,1.82,7,0.063,218688,73920,9479,84.7,13316,46.4,46.8,3406,2691,187712,75648,13239,46.1,46.6,3393,2691,187456,75456,1,189120,41920,169152,39680,866,3852,193536,46784,TRUE,2_F4,74447,87176,15366,116,14,842,1344,1110,-82,-1,17,351,1573,15088,HSC
2_F5,AML3,AML_151044_Plate2_F5_F05_059.fcs,12673,12446,12182,5200,126,2.42,13,0.25,224448,57216,2773,53.3,5077,40.8,41.7,3379,2123,204416,89728,4870,39.1,40,3292,2132,201152,87936,2,185472,41536,167424,42304,1297,3795,201600,54336,TRUE,2_F5,61256,81230,9370,186,6,992,10,1083,-1,41,-46,310,1396,14885,HSC
2_F6,AML3,AML_151044_Plate2_F6_F06_060.fcs,4267,4220,4043,1174,4,0.34,2,0.17,262080,76032,456,38.8,2419,57.3,59.8,4893,4380,207872,87168,2385,56.5,59,4831,4435,207232,86656,0,137472,37440,149696,49152,1924,3891,59200,43776,TRUE,2_F6,77314,89661,20927,39,34,1514,-28,1611,-128,14,-48,389,2206,14685,HSC
2_F7,AML3,AML_151044_Plate2_F7_F07_061.fcs,15552,15458,15141,11977,7599,63.4,513,4.28,232384,64768,2828,23.6,2089,13.5,13.8,4741,2253,215360,101952,2016,13,13.3,4672,2253,213312,100288,0,187392,42112,173120,41408,770,7792,190080,43456,TRUE,2_F7,78243,90105,18033,241,-10,1304,-27,800,11,14,-27,329,2103,14490,HSC
