Plate_well,Sort_id,Exp,platename,Sample_id,sample_name,Depth,VAF.varscan,VAF.mutect,VAF.platypus,mean_VAF,DNMT3A,exp,fcs.name,SingleCells.count,NonEry.count,CD56neg.count,CD14neg.count,IntermediateNeut.count,IntermediateNeut.freq.of.CD14neg,MatureNeut.count,MatureNeut.freq.of.CD14neg,MatureNeut.FSC.A,MatureNeut.SSC.A,EarlyNeut.count,EarlyNeut.freq.of.CD14neg,Mono.count,Mono.freq.of.NonEry,Mono.freq.of.CD56neg,Mono.CD11b.Median,Mono.CD14.Median,Mono.FSC.A,Mono.SSC.A,Mono2.count,Mono2.freq.of.NonEry,Mono2.freq.of.CD56neg,Mono2.CD11b.Median,Mono2.CD14.Median,Mono2.FSC.A,Mono2.SSC.A,Ery.count,IntermediateNeut.FSC.A,IntermediateNeut.SSC.A,EarlyNeut.FSC.A,EarlyNeut.SSC.A,CD66bNeut.CD11b.Median,CD66bNeut.CD66b.Median,CD66bNeut.FSC.A,CD66bNeut.SSC.A,TrueFalse,FSC-A,FSC-W,SSC-A,CD33,CD45RA,CD34,CD90,CD49f,CD38,CD19,Live/Dead,CD7/10,CD45,Time,Cell_seeded
1_G3,1_G3,LEUK34,Plate 1 LEUK34,1228,1228,407,0.0833,NA,NA,0.0833,MUT,AML3,AML_151044_Plate1_G3_G03_059.fcs,25632,12678,12452,9546,1723,18,3110,32.6,156352,44480,119,1.25,1804,14.2,14.5,8135,4903,232192,130944,1599,12.6,12.8,8135,5050,230080,129984,534,153216,35136,151232,41792,1421,23475,155712,42240,TRUE,77737,89231,17059,90,13,1194,678,332,124,37,-4,331,1497,17602,HSC
1_G4,1_G4,LEUK34,Plate 1 LEUK34,1234,1234,198,NA,NA,NA,0,WT,AML3,AML_151044_Plate1_G4_G04_060.fcs,52320,49951,49314,26969,3503,13,305,1.13,222336,64448,16159,59.9,17694,35.4,35.9,3170,4334,168960,74432,17684,35.4,35.9,3170,4334,168960,74432,34,189696,44928,177984,44160,796,4440,194944,47808,TRUE,67956,85816,14334,26,11,1377,114,1672,-163,17,-52,385,1731,17816,HSC
1_G5,1_G5,LEUK34,Plate 1 LEUK34,1239,1239,117,NA,NA,NA,0,WT,AML3,AML_151044_Plate1_G5_G05_061.fcs,7925,7822,7676,3496,861,24.6,91,2.6,227264,62976,2361,67.5,2755,35.2,35.9,3352,3761,185920,73920,2742,35.1,35.7,3352,3769,185984,73920,0,187136,42880,175488,43840,782,6663,191232,45056,TRUE,64334,83259,13084,102,-2,1269,105,474,-16,-9,-12,172,1630,18035,HSC
1_G6,1_G6,LEUK34,Plate 1 LEUK34,1246,1246,295,0.1507,NA,NA,0.1507,MUT,AML3,AML_151044_Plate1_G6_G06_062.fcs,8057,8019,7859,6413,3309,51.6,1728,26.9,184768,53568,43,0.67,759,9.47,9.66,4228,5462,204928,100224,717,8.94,9.12,4263,5787,202944,100352,0,167488,39104,162560,38208,996,14139,175168,45056,TRUE,82030,89693,14577,149,31,973,-85,1232,6,48,31,249,2048,18238,HSC
1_G7,1_G7,LEUK34,Plate 1 LEUK34,1254,1254,32,NA,NA,NA,0,WT,AML3,AML_151044_Plate1_G7_G07_063.fcs,33575,32620,31708,19102,39,0.2,9,0.047,200320,48192,2788,14.6,7162,22,22.6,2377,2524,191232,78400,7148,21.9,22.5,2377,2524,191168,78336,1,167680,35264,164160,41472,1825,4784,147008,52864,TRUE,73577,84304,13185,139,48,1531,78,1138,-41,12,-80,379,2620,18478,HSC
1_G8,1_G8,LEUK34,Plate 1 LEUK34,1259,1259,123,NA,NA,NA,0,WT,AML3,AML_151044_Plate1_G8_G08_064.fcs,17901,17694,17386,10274,552,5.37,49,0.48,225152,67456,8740,85.1,4688,26.5,27,2865,2283,189376,77120,4683,26.5,26.9,2865,2283,189376,77120,0,192000,46208,178240,44160,890,3757,196800,50048,TRUE,73289,88983,14885,56,9,744,77,462,2,6,6,209,1946,18697,HSC
1_G9,1_G9,LEUK34,Plate 1 LEUK34,1264,1264,70,NA,NA,NA,0,WT,AML3,AML_151044_Plate1_G9_G09_065.fcs,15519,14880,14615,8686,18,0.21,0,0,NA,NA,2980,34.3,3441,23.1,23.5,1957,3214,176832,64896,3440,23.1,23.5,1957,3214,176704,64896,8,159552,35072,167744,40960,2060,3911,84224,49344,TRUE,70928,88894,12935,149,-1,1245,15,694,-113,6,7,173,1407,18894,HSC
1_G10,1_G10,LEUK34,Plate 1 LEUK34,1270,1270,235,0.0965,NA,NA,0.0965,MUT,AML3,AML_151044_Plate1_G10_G10_066.fcs,7390,7313,7112,5569,3414,61.3,1917,34.4,169664,52480,101,1.81,726,9.93,10.2,6240,4585,262080,145408,648,8.86,9.11,6836,4701,262080,153920,0,162688,41664,157248,44544,943,26077,164736,45696,TRUE,92216,93568,19947,92,22,1081,287,448,66,50,-52,328,1881,19096,HSC
1_G11,1_G11,LEUK34,Plate 1 LEUK34,1277,1277,46,NA,NA,NA,0,WT,AML3,AML_151044_Plate1_G11_G11_067.fcs,16989,14114,13825,7733,934,12.1,66,0.85,222848,65216,2574,33.3,4158,29.5,30.1,3634,4108,173504,80896,4155,29.4,30.1,3641,4108,173568,80896,69,189376,46592,179520,46848,760,5077,193792,50112,TRUE,58274,83670,19245,221,38,1811,17,1693,-86,39,-26,273,2413,19293,HSC
1_G12,1_G12,LEUK34,Plate 1 LEUK34,1284,1284,106,NA,NA,NA,0,WT,AML3,AML_151044_Plate1_G12_G12_068.fcs,3962,3922,3854,2315,942,40.7,188,8.12,214208,57024,1069,46.2,1095,27.9,28.4,4361,4976,233664,118336,1094,27.9,28.4,4334,4965,233344,118144,0,185088,42112,178752,45376,808,8526,189504,44416,TRUE,72357,85997,11934,71,-6,1842,168,483,-64,27,-25,337,2167,19488,HSC
1_H1,1_H1,LEUK34,Plate 1 LEUK34,1215,1215,44,NA,NA,NA,0,WT,AML3,AML_151044_Plate1_H1_H01_069.fcs,647,641,595,122,3,2.46,1,0.82,209728,50048,63,51.6,409,63.8,68.7,4662,10699,246528,114176,409,63.8,68.7,4662,10699,246528,114176,0,181760,54336,185792,56128,1649,2873,216128,66944,TRUE,62761,83523,11000,-51,8,1210,249,1476,-69,16,-99,226,1397,22158,HSC
1_H2,1_H2,LEUK34,Plate 1 LEUK34,1223,1223,229,0.0973,NA,0.101265823,0.099282912,MUT,AML3,AML_151044_Plate1_H2_H02_070.fcs,18296,18260,18255,7821,3692,47.2,856,10.9,206208,54720,2877,36.8,8207,44.9,45,4801,3497,211776,94848,8181,44.8,44.8,4811,3497,211840,94912,0,187264,44928,183872,48192,821,10638,189952,46656,TRUE,80681,89337,22409,110,31,1074,25,888,-18,2,-37,342,2824,21950,HSC
1_H3,1_H3,LEUK34,Plate 1 LEUK34,1229,1229,216,0.1028,NA,NA,0.1028,MUT,AML3,AML_151044_Plate1_H3_H03_071.fcs,5296,5272,4951,1378,258,18.7,153,11.1,215040,54720,666,48.3,3026,57.4,61.1,4872,4623,240256,112192,3020,57.3,61,4872,4633,240192,112192,0,182784,39360,175872,48256,1074,8251,194368,45824,TRUE,75942,87562,19105,118,22,1737,-32,1331,-26,41,-3,386,3668,21751,HSC
1_H4,1_H4,LEUK34,Plate 1 LEUK34,1235,1235,112,0.1818,NA,NA,0.1818,MUT,AML3,AML_151044_Plate1_H4_H04_072.fcs,2055,2031,1975,1114,21,1.89,1,0.09,212160,52736,935,83.9,25,1.23,1.27,1448,5093,252416,76992,25,1.23,1.27,1448,5093,252416,76992,0,177344,42816,190272,48320,1150,2811,206016,56000,TRUE,76102,87109,14461,191,26,725,165,1220,-15,22,35,332,1502,21511,HSC
1_H5,1_H5,LEUK34,Plate 1 LEUK34,1240,1240,68,NA,NA,NA,0,WT,AML3,AML_151044_Plate1_H5_H05_073.fcs,16218,16106,15774,8803,33,0.37,2,0.023,216000,68352,6550,74.4,3599,22.3,22.8,1953,4211,184000,69760,3596,22.3,22.8,1953,4211,184000,69696,0,179008,41024,181568,47104,1159,2950,197952,56832,TRUE,73831,89826,13793,26,24,1000,47,1564,-78,25,-48,408,1843,21256,HSC
1_H6,1_H6,LEUK34,Plate 1 LEUK34,1247,1247,347,0.1294,NA,NA,0.1294,MUT,AML3,AML_151044_Plate1_H6_H06_074.fcs,6902,6860,6730,5157,2920,56.6,1159,22.5,201856,53760,277,5.37,502,7.32,7.46,2519,6851,192256,72448,483,7.04,7.18,2524,7095,192256,72448,0,174464,38464,168256,38912,935,9519,180480,42624,TRUE,65356,81086,13150,71,14,871,-3,341,-45,5,19,291,2279,21046,HSC
1_H9,1_H9,LEUK34,Plate 1 LEUK34,1265,1265,31,NA,NA,NA,0,WT,AML3,AML_151044_Plate1_H9_H09_075.fcs,2091,1643,1504,1491,7,0.47,2,0.13,177600,47488,4,0.27,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,20,185280,45056,182912,56448,1754,5363,207744,91584,TRUE,65433,82228,12443,182,24,1206,-93,2686,-88,6,-47,310,1401,20375,HSC
1_H10,1_H10,LEUK34,Plate 1 LEUK34,1271,1271,40,NA,NA,NA,0,WT,AML3,AML_151044_Plate1_H10_H10_076.fcs,33986,33443,32747,27249,18292,67.1,5588,20.5,174848,50368,828,3.04,3928,11.7,12,4791,2480,242304,129728,3844,11.5,11.7,4811,2514,242304,129728,1,170688,38464,160512,45376,810,23339,171712,41088,TRUE,79141,89031,17093,5,13,1393,170,938,-100,25,-6,357,1751,20128,HSC
2_A1,2_A1,LEUK34,Plate 2 LEUK34,769,769,2337,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_A1_A01_001.fcs,1913,1837,1792,326,20,6.13,10,3.07,153408,45696,148,45.4,1356,73.8,75.7,6645,3808,252672,106624,1327,72.2,74.1,6588,3855,251712,105856,0,159296,32896,142144,39104,2099,4960,171008,52416,TRUE,74156,87971,15720,238,23,1141,722,724,132,40,-69,346,1691,567,HSC
2_A2,2_A2,LEUK34,Plate 2 LEUK34,777,777,213,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_A2_A02_002.fcs,30635,30036,28201,18228,2984,16.4,86,0.47,223872,58944,13348,73.2,6974,23.2,24.7,4150,2529,201280,77952,6884,22.9,24.4,4125,2539,200832,77568,0,188608,42048,176832,39872,796,4124,190784,43712,TRUE,74494,86793,11313,107,11,1094,95,697,-72,3,67,230,1518,813,HSC
2_A3,2_A3,LEUK34,Plate 2 LEUK34,785,785,1386,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_A3_A03_003.fcs,12393,12264,12074,6179,615,9.95,153,2.48,225408,56960,2766,44.8,4413,36,36.5,6093,2639,241664,116288,4209,34.3,34.9,5900,2655,238208,111296,0,187200,38400,174848,43136,1055,5578,199296,45056,TRUE,69104,87131,12286,79,15,1199,33,424,-119,27,-36,290,1747,1035,HSC
2_A4,2_A4,LEUK34,Plate 2 LEUK34,791,791,3196,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_A4_A04_004.fcs,17455,17386,17320,10342,2076,20.1,141,1.36,242688,85056,7133,69,5508,31.7,31.8,4771,3386,212544,93312,5456,31.4,31.5,4761,3393,211904,92928,1,196544,43584,181888,39936,803,4747,205440,48256,TRUE,78241,86393,13982,126,20,1112,-35,1214,41,1,-61,299,1605,1240,HSC
2_A5,2_A5,LEUK34,Plate 2 LEUK34,799,799,738,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_A5_A05_005.fcs,66392,65436,64948,43173,51,0.12,1,0.00232,192192,78848,25147,58.2,12288,18.8,18.9,2064,3163,179840,65152,12281,18.8,18.9,2064,3163,179840,65152,5,177024,44224,172288,40064,1168,3843,188544,58240,TRUE,65775,82592,12737,109,12,1935,248,1650,-82,19,18,404,2584,1433,HSC
2_A6,2_A6,LEUK34,Plate 2 LEUK34,805,805,1515,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_A6_A06_006.fcs,8487,8220,7864,3275,91,2.78,5,0.15,163264,76800,1542,47.1,3592,43.7,45.7,4380,4528,236800,132736,3466,42.2,44.1,4281,4604,235072,130688,4,148032,51456,152768,56064,1263,3504,158400,58432,TRUE,74405,90022,21653,207,19,1169,199,1157,-59,19,-44,311,1142,1651,HSC
2_A7,2_A7,LEUK34,Plate 2 LEUK34,813,813,432,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_A7_A07_007.fcs,337,329,264,214,0,0,12,5.61,85696,59776,1,0.47,37,11.2,14,12934,20715,262080,189696,31,9.42,11.7,12381,22878,262080,188416,0,NA,NA,225152,69504,2734,10697,85696,58496,TRUE,71616,85424,14909,101,18,1617,18,308,14,31,-64,324,1938,1851,HSC
2_A8,2_A8,LEUK34,Plate 2 LEUK34,821,821,377,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_A8_A08_008.fcs,85410,81513,80111,48840,90,0.18,3,0.00614,169600,51392,18856,38.6,14645,18,18.3,1853,2981,166720,59648,14620,17.9,18.2,1849,2981,166720,59648,55,162112,39680,166720,42432,1353,3368,168384,55680,TRUE,68389,83121,12751,104,7,868,20,600,-26,10,28,329,1429,2039,HSC
2_A9,2_A9,LEUK34,Plate 2 LEUK34,828,828,220,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_A9_A09_009.fcs,18776,18708,18302,14702,11503,78.2,1174,7.99,202368,54592,1119,7.61,2009,10.7,11,5213,2181,244928,117824,1794,9.59,9.8,5103,2144,240704,115200,0,186624,43712,160128,47168,748,18507,187776,44736,TRUE,79751,88585,12408,6,11,1891,60,840,-135,15,-73,387,1596,2242,HSC
2_A10,2_A10,LEUK34,Plate 2 LEUK34,834,834,1189,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_A10_A10_010.fcs,65341,63831,62705,44158,234,0.53,12,0.027,208576,62848,21603,48.9,8771,13.7,14,2083,2275,185984,73792,8735,13.7,13.9,2080,2279,185856,73728,5,190272,46336,173376,46016,1197,3368,197888,56128,TRUE,69423,85921,13839,40,51,941,-32,2123,-28,36,-15,346,1550,2489,HSC
2_A11,2_A11,LEUK34,Plate 2 LEUK34,841,841,594,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_A11_A11_011.fcs,735,723,696,589,3,0.51,0,0,NA,NA,320,54.3,14,1.94,2.01,2529,2514,209472,93120,12,1.66,1.72,2485,2400,196160,91712,0,216128,40576,192128,43520,1235,2771,220096,54912,TRUE,78890,88367,16243,80,38,1045,54,1322,-108,6,-39,339,1341,2694,HSC
2_A12,2_A12,LEUK34,Plate 2 LEUK34,848,848,454,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_A12_A12_012.fcs,16671,12943,11496,7953,355,4.46,375,4.72,159872,67200,267,3.36,171,1.32,1.49,3568,2940,214208,135104,120,0.93,1.04,3483,3568,206208,122496,85,147136,51520,117376,35008,1429,9285,157632,63104,TRUE,57520,82343,16075,101,24,1818,133,1348,30,46,-62,417,2207,2938,HSC
2_B1,2_B1,LEUK34,Plate 2 LEUK34,770,770,2144,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_B1_B01_013.fcs,22348,22250,22219,8658,314,3.63,14,0.16,234432,73216,7126,82.3,9873,44.4,44.4,2946,2614,195328,80000,9818,44.1,44.2,2934,2619,195072,79872,1,202368,50688,177216,44928,848,3628,205248,53632,TRUE,73208,87373,22242,110,50,1091,98,807,-3,65,42,414,2905,5479,HSC
2_B2,2_B2,LEUK34,Plate 2 LEUK34,778,778,2925,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_B2_B02_014.fcs,30539,30085,30035,15147,530,3.5,7,0.046,250176,75264,12941,85.4,11749,39.1,39.1,3934,2534,194304,79808,11685,38.8,38.9,3918,2534,193984,79616,2,201216,51008,182016,43520,803,3710,204800,53760,TRUE,53991,81928,16450,83,22,1713,-37,1043,-176,42,-43,355,2197,5270,HSC
2_B3,2_B3,LEUK34,Plate 2 LEUK34,786,786,1504,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_B3_B03_015.fcs,8253,8239,8190,6587,6,0.091,0,0,NA,NA,1228,18.6,905,11,11.1,2052,4219,174336,56896,890,10.8,10.9,2044,4263,174144,56704,0,181248,60416,171968,41600,2364,4821,86144,52864,TRUE,76629,87133,14672,71,-8,1107,46,896,-15,42,-48,480,3127,5028,HSC
2_B4,2_B4,LEUK34,Plate 2 LEUK34,792,792,3574,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_B4_B04_016.fcs,15928,15310,15205,8213,238,2.9,18,0.22,222784,80384,5843,71.1,4920,32.1,32.4,4801,5136,240832,121472,4848,31.7,31.9,4741,5158,240192,120512,5,181184,48448,159680,53952,1055,4317,185856,57856,TRUE,72354,84866,16275,150,49,1670,-30,1915,-88,11,-123,436,3043,4844,HSC
2_B6,2_B6,LEUK34,Plate 2 LEUK34,806,806,4332,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_B6_B06_017.fcs,18345,18190,18122,9416,655,6.96,20,0.21,249664,74624,7780,82.6,6632,36.5,36.6,3253,3034,195904,86144,6608,36.3,36.5,3253,3034,195776,86016,1,203200,51648,179840,45568,814,4011,204928,53632,TRUE,59420,85107,17305,-34,19,1174,78,1431,-105,34,-54,373,1169,4401,HSC
2_B7,2_B7,LEUK34,Plate 2 LEUK34,814,814,2472,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_B7_B07_018.fcs,8509,8422,8255,5015,106,2.11,10,0.2,231552,74304,4707,93.9,1867,22.2,22.6,2442,3176,172032,61952,1863,22.1,22.6,2442,3176,172160,61952,1,191808,48448,178368,44352,1059,3334,195904,52800,TRUE,79752,90183,12704,46,7,1779,16,1099,-90,25,-72,459,2340,4201,HSC
2_B8,2_B8,LEUK34,Plate 2 LEUK34,822,822,2697,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_B8_B08_019.fcs,4558,780,729,720,1,0.14,0,0,NA,NA,4,0.56,2,0.26,0.27,1877,1405,146176,63168,2,0.26,0.27,1877,1405,146176,63168,166,107968,68032,150272,37760,1036,3136,107968,68032,TRUE,92962,94683,25304,89,0,1578,52,816,48,12,6,545,1922,4003,HSC
2_B9,2_B9,LEUK34,Plate 2 LEUK34,829,829,836,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_B9_B09_020.fcs,13834,13761,13560,8113,8,0.099,1,0.012,197696,57088,1101,13.6,3487,25.3,25.7,2025,3462,187392,67456,3475,25.3,25.6,2025,3469,187392,67392,0,177344,35520,169856,41472,2452,5307,99648,54592,TRUE,67751,84137,12349,139,20,945,83,664,-121,41,-16,284,1792,3791,HSC
2_B10,2_B10,LEUK34,Plate 2 LEUK34,835,835,1243,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_B10_B10_021.fcs,5375,5290,5124,4528,6,0.13,1,0.022,90496,56128,133,2.94,286,5.41,5.58,2490,4751,192960,74176,280,5.29,5.46,2461,4831,192000,73920,0,87936,50944,165312,42560,2629,6006,95040,62656,TRUE,78729,88037,17341,71,4,1016,73,1053,-12,19,-51,208,1476,3591,HSC
2_C1,2_C1,LEUK34,Plate 2 LEUK34,771,771,1158,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_C1_C01_022.fcs,83,28,24,23,0,0,0,0,NA,NA,1,4.35,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,5,NA,NA,213952,50880,5787,17123,262080,262080,TRUE,83383,88705,16166,-15,-8,1907,332,349,-284,20,-89,412,2114,5695,HSC
2_C2,2_C2,LEUK34,Plate 2 LEUK34,779,779,665,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_C2_C02_023.fcs,43507,42463,42415,24986,24,0.096,0,0,NA,NA,10941,43.8,10101,23.8,23.8,2068,4263,166720,56000,10096,23.8,23.8,2068,4263,166720,56000,3,174400,45760,173504,41536,1509,3359,170048,51328,TRUE,65628,83559,13242,192,24,1114,-17,619,-46,7,-22,310,1704,5895,HSC
2_C3,2_C3,LEUK34,Plate 2 LEUK34,787,787,2438,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_C3_C03_024.fcs,37752,36373,36309,21331,512,2.4,32,0.15,219328,69184,11587,54.3,11974,32.9,33,2951,4219,168448,67136,11956,32.9,32.9,2951,4219,168384,67072,18,187136,46848,174720,42752,860,4602,191744,50752,TRUE,73785,84830,15554,78,-8,1568,24,1395,-115,43,-3,367,2311,6117,HSC
2_C4,2_C4,LEUK34,Plate 2 LEUK34,793,793,1954,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_C4_C04_025.fcs,1517,1501,1483,60,2,3.33,0,0,NA,NA,26,43.3,1403,93.5,94.6,7714,6281,262080,133120,1308,87.1,88.2,7414,6545,262080,129536,0,134144,41280,166272,47936,2080,4262,134144,58816,TRUE,69887,87139,14566,85,49,1280,66,776,0,26,-38,254,1211,6326,HSC
2_C5,2_C5,LEUK34,Plate 2 LEUK34,800,800,652,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_C5_C05_026.fcs,12762,5958,5816,5772,2,0.035,0,0,NA,NA,2,0.035,4,0.067,0.069,9343,4604,262080,139968,4,0.067,0.069,9343,4604,262080,139968,702,262080,149568,94912,21184,988,3601,262080,149568,TRUE,68764,83758,14130,63,13,1044,-7,437,-42,24,-26,329,1192,6540,HSC
2_C6,2_C6,LEUK34,Plate 2 LEUK34,807,807,614,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_C6_C06_027.fcs,9362,9233,9044,5544,1754,31.6,75,1.35,234560,71744,3357,60.6,2194,23.8,24.3,3182,2578,181312,80256,2175,23.6,24,3182,2583,181312,80064,1,187904,46400,173824,44352,753,5818,189952,47616,TRUE,70581,86426,15180,125,28,1048,51,1956,-30,27,-17,323,1374,6759,HSC
2_C7,2_C7,LEUK34,Plate 2 LEUK34,815,815,2602,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_C7_C07_028.fcs,11889,11739,11526,7257,2083,28.7,55,0.76,253952,71680,3927,54.1,2955,25.2,25.6,5071,2257,238976,115392,2883,24.6,25,5018,2275,237440,114048,0,197440,46208,180160,42944,722,5211,199744,47936,TRUE,80042,87468,16579,70,7,1818,33,729,-112,9,25,321,1940,6955,HSC
2_C8,2_C8,LEUK34,Plate 2 LEUK34,823,823,1915,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_C8_C08_029.fcs,27557,25638,24914,14796,1290,8.72,102,0.69,239872,76864,6954,47,5451,21.3,21.9,3490,4509,203328,95936,5404,21.1,21.7,3476,4518,202688,95552,14,195520,50112,140992,46144,840,7088,197760,52736,TRUE,62103,84641,10355,174,6,1050,367,564,-18,34,-78,276,1999,7149,HSC
2_C10,2_C10,LEUK34,Plate 2 LEUK34,836,836,2698,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_C10_C10_030.fcs,16496,16200,15984,5899,681,11.5,42,0.71,245120,71616,4056,68.8,8049,49.7,50.4,4721,2782,233280,104256,7947,49.1,49.7,4682,2793,232320,103360,1,202048,47616,179072,43904,835,4674,206208,49344,TRUE,74804,86902,15607,107,19,1430,-7,1097,-18,25,-88,375,2709,7568,HSC
2_C11,2_C11,LEUK34,Plate 2 LEUK34,842,842,214,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_C11_C11_031.fcs,3243,3221,2973,648,4,0.62,3,0.46,56064,42304,28,4.32,2187,67.9,73.6,4791,4228,256000,125056,2155,66.9,72.5,4741,4281,255424,124224,1,179584,47360,167232,48128,2619,6610,88832,54720,TRUE,78693,92982,13384,96,32,994,35,22,13,13,1,315,1642,7797,HSC
2_C12,2_C12,LEUK34,Plate 2 LEUK34,849,849,419,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_C12_C12_032.fcs,32452,31356,30849,19326,3156,16.3,291,1.51,230912,70272,9624,49.8,8856,28.2,28.7,4032,5556,192256,87872,8816,28.1,28.6,4024,5580,192128,87680,93,190656,48384,189760,50432,884,4759,196096,52096,TRUE,73537,87833,14286,78,46,1323,128,632,-23,49,-60,403,2089,7993,HSC
2_D1,2_D1,LEUK34,Plate 2 LEUK34,772,772,2774,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_D1_D01_033.fcs,25360,24848,24632,13490,180,1.33,24,0.18,229632,58944,5259,39,7539,30.3,30.6,4041,3201,212416,92992,7439,29.9,30.2,3975,3208,211264,92032,2,189504,42624,178560,44608,1101,5534,190784,50560,TRUE,58001,81827,12752,60,15,1755,7,585,-112,29,-34,375,2437,10649,HSC
2_D2,2_D2,LEUK34,Plate 2 LEUK34,780,780,3355,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_D2_D02_034.fcs,30761,29490,29365,17701,1713,9.68,104,0.59,227648,88320,10360,58.5,5148,17.5,17.5,2202,3663,155712,63360,5125,17.4,17.5,2198,3663,155456,63168,1,185280,60544,157248,54528,816,5534,187904,63552,TRUE,63653,84567,13249,359,57,2244,-52,1945,-112,11,-88,488,2632,10455,HSC
2_D3,2_D3,LEUK34,Plate 2 LEUK34,788,788,2189,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_D3_D03_035.fcs,18569,18287,18167,14115,52,0.37,0,0,NA,NA,4603,32.6,2477,13.5,13.6,2476,4425,180352,65152,2449,13.4,13.5,2452,4444,180032,64704,1,186432,43584,180160,41280,1725,4252,155840,54400,TRUE,62522,83888,11274,82,18,1029,0,1156,32,20,-28,281,1265,10233,HSC
2_D4,2_D4,LEUK34,Plate 2 LEUK34,794,794,4456,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_D4_D04_036.fcs,13170,12408,12346,9934,3229,32.5,183,1.84,226688,65856,1520,15.3,1465,11.8,11.9,3208,4575,163712,72576,1432,11.5,11.6,3176,4633,162816,71744,38,183680,44736,171456,42688,851,6735,190528,48832,TRUE,56498,82161,15980,81,11,1569,-16,794,-68,11,-99,284,1511,9996,HSC
2_D5,2_D5,LEUK34,Plate 2 LEUK34,801,801,2547,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_D5_D05_037.fcs,12589,5531,5351,4963,903,18.2,200,4.03,164352,54144,224,4.51,98,1.77,1.83,2619,3975,167040,72768,85,1.54,1.59,2614,4099,165184,72128,606,160192,41408,156096,44800,941,10317,163968,46720,TRUE,83973,91089,18993,78,34,2584,174,1481,-74,18,-161,415,2357,9771,HSC
2_D6,2_D6,LEUK34,Plate 2 LEUK34,808,808,1145,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_D6_D06_038.fcs,11601,11468,11165,10204,22,0.22,0,0,NA,NA,2399,23.5,374,3.26,3.35,1899,2922,176512,58880,373,3.25,3.34,1899,2934,176512,58880,0,175616,38976,175424,39872,1246,3023,179328,49536,TRUE,68453,83941,16122,355,46,1711,983,1974,-53,41,-138,445,2950,9570,HSC
2_D7,2_D7,LEUK34,Plate 2 LEUK34,816,816,150,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_D7_D07_039.fcs,14219,13954,13668,5957,1607,27,201,3.37,228032,60608,2164,36.3,6571,47.1,48.1,7095,4091,240448,129472,6382,45.7,46.7,7049,4211,240192,128064,1,184064,40512,178176,42176,908,6266,189504,43968,TRUE,67806,85127,13354,50,3,843,-26,398,-64,33,77,237,1711,9350,HSC
2_D8,2_D8,LEUK34,Plate 2 LEUK34,824,824,4022,NA,NA,NA,0,WT,AML3,AML_151044_Plate2_D8_D08_040.fcs,11260,10938,10740,5149,1530,29.7,306,5.94,237952,69056,1609,31.2,4237,38.7,39.5,6080,2519,253696,129792,3908,35.7,36.4,5774,2639,250944,124928,1,191872,45184,177664,46400,933,7687,202752,51840,TRUE,75788,87566,18511,154,15,1529,17,1302,-96,3,-10,406,1890,9150,HSC
